id,Class,Community,Subclass,text
Ugwe6zN2a8dKcQX9mtN4AaABAg,noncounter,black,Default,"By and large, you guys are on point.  But come on TYT.  NOT ARRESTED.  At all.  Detained.  Cops coming into a potentially violent situation, not knowing all of the events leading up to the point they arrive.  They may decide at the scene that restraint of both involved parties is necessary until such a time as things are sorted out.  Especially considering recording didn't seem to start until after the incident.  So all they have is witness statements, which take time to gather accurately.  Statements are gathered and they act appropriately as it unfolds.  Then he was released as he should have been.  

Like I said, by and large you all do great work.  But this report comes off as someone sitting back at a laptop on YouTube telling cops how to do their job from folks who appear to have no experience in matters like that.  It comes off pretty arrogant.  I think you're all better than this.

I'll catch you on the next one."
Ugh16OS7l8q4EXgCoAEC,noncounter,lgbt,Default,"I agree with you Jeff I forgive you phoenix you do not know what you do in lord Jesus christ name I not going to argue about being gay it's a sin that's it thats,all if Kurt Cameron won't tell you I well I hate gay ways cock is bad for your health"
UgiQ-MmT7_NqZngCoAEC,noncounter,jews,Default,This isn't about Christian vs. Jewish. This is about hypersensitive vs. non-hypersensitive.
Ugwxm0QFeaCYADkPfbd4AaABAg,noncounter,jews,Default,"@Smithandrewskij978    80% of the world hate the jews 
so fuck you suck dick and die"
UggmEobwgUeI7HgCoAEC,counterspeech,jews,9,Fuck this fucking pig asshole Yasir
UgzhYQ0WVfR1Meni_hV4AaABAg,noncounter,black,Default,nigger
Ugicv6zp3yQNuHgCoAEC,noncounter,jews,Default,sidenote: the jews of the prophecy are not those yiddish people in israel. and this is proved in the bible.
Ugg1eYV4OiKuangCoAEC,counterspeech,jews,Positive tone,The 1 customer who sided with the clerk and hated jews looked more jewish than anyone LOL!!    Fail.
UgxDOxFm-uCz2_fr4FN4AaABAg,counterspeech,jews,9,Muslims are inbred.  3/4 of Arabia marry their cousins = low IQ.  Muslims memories are dull also -- don't remember that Hitler slaughtered thousands of Muslims in North Africa.
Ugxs3Gqucyts4Kibvx54AaABAg,counterspeech,lgbt,9,I would love to punch him in the nads! God made us all and loves us all. Man wrote the Bible.
UgzwTb9-6Y-HiE_15mF4AaABAg,noncounter,jews,Default,"he should tell how he worships idols  ,moon god , sun  god ,god of venes,and the devil god ,that Muhummad took from the pagen  worshippers then he would be making some sense"
UgjyX6pnbt5MmXgCoAEC,counterspeech,lgbt,Pointing out hypocrisy or contradictions,"""I have nothing but HATE!""
AUTOMATICALLY loses all credibility of being any form of religious figurehead. I'm not one for changing yourself personally, but if you feel the need to; go ahead. Also NO ONE is forced to see this Caitlyn/Bruce Jenner. If he's seen her, then he chose to. This guy is literally the worst."
UgjLHI0ziEteqXgCoAEC,counterspeech,lgbt,9,This guy is so stupid and ignorant... Homosexuality exists in nature and it's practiced by animals... To say that is also destructive and detrimental to The foundations of our society is just dumb and nonsense... Fuck this dickhead
UgjAfBpoyfGbPHgCoAEC,counterspeech,jews,Affiliation,I'm Jewish.....
UgySpm05jeQSuv78iIN4AaABAg,noncounter,lgbt,Default,"Pastor Anderson didn't right the bible, God word is apsolute what its says it what it means KJV"
UgiyDv1mRbl36ngCoAEC,noncounter,jews,Default,FAAAAKKKEEEEEEE..... hidden cameras swinging......
Ugi6LLtiV03dangCoAEC,noncounter,lgbt,Default,Good thing not everyone is gay or good bye humanity in 75-100 yrs!
UgxXp2Z9tK_CCWUntq94AaABAg,counterspeech,jews,9,"Islam is a death cult,a so called religion but of war,islam is a hateful book."
UgjBNxU4f_y12XgCoAEC,noncounter,jews,Default,"“We’re going to do for blacks exactly what blacks did for the revolution. By which I mean: nothing.” 

“The Negro is indolent and lazy, and spends his money on frivolities, whereas the European is forward-looking, organized and intelligent.”

“Mexicans are a band of illiterate Indians.”

“Given the prevailing lack of discipline, it would have been impossible to use Congolese machine-gunners to defend the base from air attack: they did not know how to handle their weapons and did not want to learn,” 

Che Guevara

""German racialism meant re-discovering the creative values of their own race, re-discovering their culture. It was a search for excellence, a noble ideal. National Socialist racialism was not against the other races, it was for its own race. It aimed at defending and improving its race, and wished that all other races did the same for themselves.""

---

Waffen ϟϟ General Léon Degrelle

""Pride in one's own race – and that does not imply contempt for other races – is also a normal and healthy sentiment. I have never regarded the Chinese or the Japanese as being inferior to ourselves. They belong to ancient civilizations, and I admit freely that their past history is superior to our own. They have the right to be proud of their past, just as we have the right to be proud of the civilization to which we belong. Indeed, I believe the more steadfast the Chinese and the Japanese remain in their pride of race, the easier I shall find it to get on with them.""

Adolf Hitler"
UggtdDm2RlSVd3gCoAEC,counterspeech,black,9,Bitch ass racist cops
UggK9JFupH1wbXgCoAEC,counterspeech,lgbt,"Denouncing hateful or dangerous speech, Pointing out hypocrisy or contradictions","Actually, the bible did never clearly mention Adam and Eve were married. 
So, this fine gentleman is not only trying to bullshit the world but also himself. So far well done."
Ugg5J5ZLwxX7N3gCoAEC,noncounter,lgbt,Default,Piers is a cancer to society   Stay in that shithole socialist England.
UgzN8O8ne8y0FckI03d4AaABAg,noncounter,black,Default,I mean could be Japan
UghZuoxkNE-HVXgCoAEC,noncounter,jews,Default,"Ohhhhhhhhhhhhhhhhhhhhhhhhhhhh...

hahahahahahahahahahahah"
UggRMpOsQ8iI5HgCoAEC,noncounter,lgbt,Default,"Wow that was a good explanation! I totally agree. But would add, yes homosexuality is a sin."
UgxJZmV-3nQaO1JfTXR4AaABAg,counterspeech,black,9,These cops need to be educated. It’s obvious that they are hiring people who are totally ignorant. Why do these cowards sign up to be police? If your so afraid of a Black Man then your in the wrong line of work period! Stop harassing my people please!!!
UgwIrkpsLlA3gqdS4xx4AaABAg,noncounter,jews,Default,kau bodo nk mampos la zaini
Ugjh4EALaRDt6HgCoAEC,noncounter,jews,Default,"My brother and his wife is part of a religion too, but their not Jewish their Christians. If the Jews respect their belief and the Christians respect their belief."
Ugx_t178YslJaWuze0V4AaABAg,noncounter,jews,Default,Ann Coulter hates everyone.
UghHGXDoWjgsa3gCoAEC,noncounter,jews,Default,"""To learn who rules over you, simply find out who you are not allowed to criticize."" Voltaire"
UgzvpRgtruGiUXsLSU94AaABAg,noncounter,jews,Default,@tigersforchrist who was john??...stop reading stuff in the bible that is written by humans and which is not of gods word idiot!...kings and famous people with power have wrote in your bible!!
Ugh5z-5GOrYfu3gCoAEC,noncounter,jews,Default,The store owner did nothing wrong.
UgwZzIPwwpys5xegG394AaABAg,noncounter,black,Default,"I do agree on the Weed vs Pistol thing, tho."
UggwPYTENjhci3gCoAEC,counterspeech,lgbt,"Pointing out hypocrisy or contradictions, 9","""the bible says we're all of one blood"". so then how come you want gay people to die? this guy is the most retarded fucked up twat I've ever seen."
Ugi7N5JD5KeC4ngCoAEC,noncounter,jews,Default,Dude fking jew man...
UgxmuTh0s5hJa0ZW9st4AaABAg,noncounter,lgbt,Default,Are animals other than humans natural? Suppose we found a homosexual non human.
Ugh6Pr4NnYYwPngCoAEC,noncounter,lgbt,Default,"""He's disgusting, he's filthy, he's reprobate… They're disgusting and sick. The Bible says he's reprobate.""

My friend, so are you. And so am I. The only difference between Me and Bruce Jenner is Jesus Christ. The only difference between me and you is Jesus Christ."
Ugy6zMVOQHaSywhanf94AaABAg,noncounter,black,Default,The girl she didn't say anything!!😐 because of that I don't like to help anyone
UgyUS8N28wswR761jjF4AaABAg,noncounter,black,Default,the rapist was a bitch till the kkkops showed up.
UgxKzBBf_6Bp7ZAVD9B4AaABAg,noncounter,black,Default,Idiot turk can't pronounce Moise correctly.
UggB4b9-1wAs2XgCoAEC,counterspeech,lgbt,"Denouncing hateful or dangerous speech, Affiliation",I'm a Christian and even I can recognize that this is nothing but a hate speech.
UghochyRBKB4C3gCoAEC,counterspeech,jews,"Denouncing hateful or dangerous speech, Affiliation",The man at 4:51 to 6:01 is so rude I'm Jewish and he is so...so...so ugly in the way he speaks for my brothers and sisters in the Jewish community!
UgiXNOPcFmjFPngCoAEC,noncounter,jews,Default,"Fuck this show and fuck the Jewish. This show encourages the failed ideology that is tolerance. Guess what? Not everybody is going to love you and want to have relations with you, so stop forcing it."
UgwCOyrBIzX130PJw5B4AaABAg,noncounter,black,Default,The spills vs the gun was brilliant and so sadly true.
UggFj2UmNGXt8ngCoAEC,noncounter,black,Default,So why couldn't he just have told the cop is name? Prolly would've avoided all that nonsense
UgwrJxRskjBXXZ1VDoZ4AaABAg,noncounter,jews,Default,this ablution in islam is not about being closer to god.. this washing as u called it is a law which every muslim must abide.. and by doing it yes we get closer to the Creator.. islam is about law.. if u do it means you are a servant of the Creator.. even a muslim if he does not practise ablution then he is not a good muslim.. imagine if you r being given a choice to select a spouse what kind of a lady would u want her to be? cleaning herself 5 times a day makes her smells good and sweet yes? :)
UgwSBPt3wORXxhsmBx14AaABAg,noncounter,jews,Default,Hitler was right!
Ugz3HHSkrUEh5cNYx2R4AaABAg,noncounter,black,Default,Racism?
UgwObSHKyF7ga5oTEKp4AaABAg,noncounter,lgbt,Default,This guy has a lot of guts
UgzO-HP81LOPS4IFyuV4AaABAg,noncounter,black,Default,"The black guy was in an elevated emotional state. Every day the police deal with these strong young men who are having a crisis, which can elevate and become dangerous for police. From experience they know to put them in cuffs as a precaution.  When he was calm he was released. Totally appropriate action."
UgjJDK2yTB1VLXgCoAEC,counterspeech,lgbt,"Positive tone, 9",apparently Trump missed this guy. Clearly he should be in the cabinet of the Trump team. Fuck this cocksucker
UgxMP_4phJ8hvnBMaaR4AaABAg,noncounter,lgbt,Default,"Great sermon, Pastor Steven Anderson keep up with the good work. God bless you and FWBC."
UghjSsd3k8DnCngCoAEC,noncounter,lgbt,Default,"i am christian, a JW, and i stand only by the rules.  no gay sex or marriage my God says and i am going to follow that.  You go ahead and do you things."
UgzD6PUOuDgVTCu9U914AaABAg,noncounter,black,Default,"Reasons why, to my core, I stay as far away from these evil as people as possible. I do not trust them, they are all innately evil, even the commentators. Sorry not sorry."
UggXVL7m5licfHgCoAEC,counterspeech,jews,Affiliation,Hey I'm a Jew this is very offensive to me
Ugh0bAeeKWFGYHgCoAEC,noncounter,jews,Default,Sorry I read about it and it's true. ‏‏ ‏‏أي واز رانج
UgwKDXMURWrir9aU_094AaABAg,noncounter,black,Default,angry blackman lol haaaaa haaaaa haaaaa haaaaaa
UgheubTyrbwtDngCoAEC,noncounter,jews,Default,"They're not Hebrews, so There is no such things as Anti Semitism"
UgiGOzY-F_AOm3gCoAEC,counterspeech,jews,Hostile language,God bless America and all Jews in it
UgjiH6ziDyxHrHgCoAEC,counterspeech,jews,"Pointing out hypocrisy or contradictions, Hostile language","____________________
CONTRADICTION
“… surely Allah is Most Forgiving, Merciful.”   (Chapter 4:130)
“Surely, those who have disbelieved and acted unjustly, Allah is not going to forgive them, nor will He show them any way.”   (Chapter 4:169)"
Ugh3C51jtECLZngCoAEC,counterspeech,lgbt,9,"Can't live your life with a shitty opinion that fucks with the lives of others, Junior. It's the 21st century. The bible is FICTION and there's years of science to prove it."
UgzL-UuvPvR0Re4GAWp4AaABAg,noncounter,lgbt,Default,"Hell no I don't support gay marriage, great job on speaking the truth."
UgyJzTEX1ZnsgNImD854AaABAg,noncounter,jews,Default,"History tells us,Beware those who believe in Moses JealousGod.You are right to fear the believer.Some have a habit of turning on their fellow believers if they are not of the same denomination as them.Moderate Muslims have as much to fear from Fundamentalist Muslims as nonbelievers do."
UgxjgvleOvZozXDOMcR4AaABAg,counterspeech,jews,Hostile language,"I just feel sorry for half of the people who commented here, when will people understand that it doesn't matter where you come from and what religion you have? It just makes no sense to think that an entire nation behaves in a certain way, we are not one clone of the other, we are different people"
UgxX0724O3lnv7WTKVd4AaABAg,noncounter,jews,Default,"@raymond942 Muhammad was the most peaceful man to walk the Earth. Why would so many hundreds of people convert to Islam right when his verses started coming out of his mouth? Surely these verses had to be the most peaceful, most sophisticated, words ever uttered by man to cause so many people to WILLINGLY convert. The history of Christianity, on the other hand, is practically written in blood..."
Ugh2vMJo3ZOpA3gCoAEC,noncounter,jews,Default,"I'd love too see this episode in tel Aviv Israel and the the employee is telling a Christian to get out of his store, if you think the other costumers would help him out just type in ""how Christians get treated in Israel"" seriously just type it and see how its like, or even worse if it was a Palestinian child???  JUST FUCKING WATCH IT AND SEE THE TRUTH!!! AND LETS HEAR THE ANSWER FROM THESE ASSKISSING REPORTERS!!!!"
Ugh4l4TnsX0UcHgCoAEC,counterspeech,black,9,"@Okay, you're supposed to do whatever a cop tells you to do. White cops feel that this gives them free reign to arbitrarily order black males to ""drop down and give me 20."" Any hesitation and you become part of their profitable prison industrial complex."
UgjjPR9GsnIupngCoAEC,noncounter,lgbt,Default,"The transformative power of Jesus riiiight here on display, folks!
""AY-MEN! AY-MEN!"""
UggKrZurpRTgdXgCoAEC,counterspeech,lgbt,Pointing out hypocrisy or contradictions,This guy is CRAZY!!! He is definitely mishandling the Bible!!! We should all be put to death because we all sin!!! This is not the love of Christ!!!
UggFgSq49rHiQHgCoAEC,counterspeech,jews,Denouncing hateful or dangerous speech,DO NOT SCROLL DOWN THE COMMENTS U WILL FIND HATE AND CRAP. IVE TRIED TO EDUCATE SOME IGNORANT PEOPLE BUT IT DOESNT HELP
UghTxeGivSnu2XgCoAEC,noncounter,jews,Default,What a fucking hero.
Ughy_hxIUZ6YTngCoAEC,noncounter,lgbt,Default,BURN ALL THIS FRAGIL BITCH !!!!
UgwxWbMBQ_YprLwnM094AaABAg,counterspeech,jews,"Denouncing hateful or dangerous speech, Hostile language","This guy has some nerve, Moslems have taken and changed a previously written history of JEWS for theirown, and he then he disgraces them with the filth that comes out of his mouth.  Create your own history and G-D, leave jews out of your demonic thoughts.  Just think man... Abraham would be very displeased"
Ugg3bc-_QDBuoHgCoAEC,noncounter,jews,Default,jews control the banks
UgyhEcFsJND5uG02QEl4AaABAg,counterspeech,black,9,You are so rude and mean
Ugw66mnnMFcUs4sP4uB4AaABAg,counterspeech,lgbt,Affiliation,"You are so full of it. We're here, we're queer, get used to it. And we all had heterosexual parents and a lot of us tried to act as strait as we could when we lived with our parents - we're gay in spite of everything they did."
Ugxw4va5amUO2ENk2j54AaABAg,noncounter,jews,Default,when u say even animals do it I know where your state of mind lies :) never mind my friend.. muslims shall and will be clean when they go before the Creator.. a fact you cant deny.. one thing I can see is that people refuse to acknowledge even if what they see is the truth.. they will go on hunting for proof until they got tired and perhaps lie down for a while to think :) I can see that happening to you :)
Ugg4lzTKFTWN-3gCoAEC,noncounter,jews,Default,"This is completely staged to any morons who actually believe that anything you see on television is not completely scripted, previewed, edited, and then aired to you, you are living in a dream world."
UgwDkiE4SYP7mNU16aN4AaABAg,noncounter,black,Default,she low-key fine but the guy did the right thing
UgwrTzt_cShTtWgAq7t4AaABAg,noncounter,black,Default,He was probably charged with resisting and they probably tried to make him apologize for it.
Ugw9_03AfP3qNqjYXSN4AaABAg,counterspeech,lgbt,"Denouncing hateful or dangerous speech, Presenting facts","Also people DO NOT choose to be gay, lesbian, bi, trans, etc.!!  It would be interesting to hear what this guy has to say about gay marriage. I bet it would be just as disgusting and sick. If a person's sexuality isn't heterosexual GOOD ON THEM! I cant believe 188 people liked this."
UgjOGRoVvjKIdngCoAEC,counterspeech,jews,Hostile language,Jesus was a Jew . Let's not hate Jews come on
UgijOy1f1DDKBXgCoAEC,counterspeech,lgbt,9,"Mr. Anderson,
Regarding who is not welcome in your church, you are not welcome in my church either. Do not ever call yourself a Christian let alone a pastor in front of me."
UgijipfInASWp3gCoAEC,noncounter,lgbt,Default,So glad this fucktard morgan is no longer on TV or in America...fucking lymie asshole
UgwdyILXiE2zEJeOMB54AaABAg,counterspeech,jews,"Pointing out hypocrisy or contradictions, 9","Hitler wasnt a monarchist either nor rightwing. “If the value of this institution lay in the momentary person of the monarch, it would be the worst institution that can be imagined'' - Adolf Hitler
I have just come off another video earlier explaining almost the same thing to another intoxicated nazi propaganda dullard."
UgztjE2Xn-MysXdETld4AaABAg,noncounter,black,Default,LoL
UgiebwPV405_V3gCoAEC,counterspeech,lgbt,9,"Who care what a 3rd rate actors views are? If you lead a good life, if you are happy, spread a little joy, do as little harm as possible and leave this planet in a better condition than you found it, you're a success. 

Screw Kirk Cameron, even with an increasing mountain of evidence against his world view he still thinks the earth is 6000 years old, he's a global warming denier, an anti vaxers and an anti evolutionist. Nothing can change his mind because he only reads and acknowledges the one book. Nothing else can get through and a dread to think what he's teaching his kids and how fucked up they will be when they become adults. He has nothing of value to add to anyone's life style or choices, and should learn to keep his opinions to himself."
UgzqOQAyVgwz2nw3lYN4AaABAg,counterspeech,black,9,why did this have to be posted on my birthday youre fucking disgusting
UgwK9t91Bg0ROw5YBYR4AaABAg,noncounter,black,Default,The initial commentator should be raped is a f**** moron a douchebag
Ugy3nXGbwwHt2yE-dIR4AaABAg,counterspeech,jews,Affiliation,"As a Muslim myself i have no hate on jews or any religions , being ignorant and judgemental can lead us to stupidity , glad am not hatred i respect everyone , i would love to fren a jew if i meet them :)"
UgxiK7rq4TtkCCsybtV4AaABAg,noncounter,black,Default,It’s pretty much BS since we created every fucking y’all stoles including the fucking coffee beans
UgjEOYLEqDM4E3gCoAEC,noncounter,black,Default,"The title says ""how cops"" but it should say ""how these cops"" iv seen a a white cop drop off a black guy at his house because it was raining hard even tho its against police rules.
and this was in south africa the country with the most racist fights going on. so not all cop as dicks but the cops in this clip and others"
Ugxf-0TXAH9lStluRfp4AaABAg,noncounter,lgbt,Default,"first RICK WARREN, NOT KIRK CAMERON.. Does he think that he's gonna change these pastors minds? lol"
UgytcVp7Eha8l7ITfEx4AaABAg,noncounter,black,Default,🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍🐍
UgzpghtGhrbOYB0zzi54AaABAg,noncounter,jews,Default,u said karma not me not the muslims.. we believe in qadar and qadak not any karma.. and we believe in the burag the vehicle which took the prophet to the highest heaven :) who cares if u dont believe but I as a muslim believe and will die believing it alhamdullillah..
UgjZG0x8wHq9I3gCoAEC,counterspeech,jews,Warning of offline or online consequences,this fucking clown has no idea. so allow  me to  make it clear. we will carve you up and  feed you to pigs..
Ugg6PzGNWjIixXgCoAEC,counterspeech,jews,Affiliation,Why do white people always blame jews for everything. Always some dumb cracker that does that. STFU white boy. Im jew
UgjDvaMCNaTI53gCoAEC,counterspeech,jews,Hostile language,"I wish this guy came to speak to me, I can teach him one thing."
UgjIfQIRTl7YXngCoAEC,noncounter,jews,Default,Love that pastor :) Pretty cool reaction. Once had a jewish friend on the internet but we lost us :( It is a pity cause i liked her a lot!
Ugj_LYQBLpOBKngCoAEC,counterspeech,jews,9,"That old fat guy has no right to discriminate, he's ugly and obese!! He shouldn't be living."
UgwzR3FOT8a35bIrRt54AaABAg,counterspeech,lgbt,9,sick bastard :@
Ugg2vlUy3uHD1ngCoAEC,noncounter,jews,Default,"The Islamophobe jew come here to cause hate between Muslims and Christians. The jew is the enemy of both, and ALL of humanity."
UgzZyrkSjFIIozTgM6N4AaABAg,noncounter,black,Default,"Why don't people just co-operate with the police. If you say your innocent you can't just expect the police to say ""yeah okay we'll leave you alone"" no, if your so innocent why would keep walking away from the police. These people want to start the drama, the police are here to prevent potential threats and clearly they found something wrong since this guy was suspiciously walking away from them. These brave people are here to protect us, and those of you convinced they are all racists and killers, you seriously need to think more clearly cause that's a very broad statement. I recommend you brainwashed police haters check out the channel ""donut operator"". This video is old and I don't know why I bothered writing this comment. But I hope I changed peoples perspective on law enforcement. The police are people too."
Ugg3ZCUN79Ebd3gCoAEC,counterspeech,lgbt,Positive tone,"on behalf of all atheists, i would like to thank pastor anderson. he is really going out of his way to show the bible and religion for what it truly is... fear and hate.
i'm sure some dullards love this scheisse, but i think most intelligent people would not want to have anything to do with this clown."
UgyrJxQwpDPgYSdTIzF4AaABAg,counterspeech,jews,Positive tone,lmao allah curses all! so true
UgwEQyWSsGjkE2fl3q94AaABAg,noncounter,jews,Default,@Malwina77ful In ur faith budy u have to EARN salvation in Islam ur BORN with it so whos better off? If u are childern of God then go ahead prove it if u are truthful
Ughb8uNa-p6oNXgCoAEC,counterspeech,lgbt,9,This guy sucks.
UgixKHr9hmuls3gCoAEC,counterspeech,lgbt,9,"Either it's that religion causes insanity, or mentally defective people gravitate toward ignorant superstition...I can't figure out which.  Could be both, I imagine.  This guy is crazier than a shithouse rat."
UggpQr1UkjmvlHgCoAEC,noncounter,jews,Default,i HEARD put up a nose. lol
UgzRfoMBqs0ZjRDRbpJ4AaABAg,counterspeech,lgbt,"Affiliation, Hostile language","your religion teaches you to divorce the sin from the sinner. being gay is WHO we are. you can't divorce the two, so you think that we CHOOSE to be gay by acting upon it. no. We are just living our lives, going with what feels right, just as you go with what feels right to you, what does not feel foreign and uncomfortable. No one should have to live as something or someone they are not, uncomfortable for the sake of others comforts."
UghnQbYou7oV7ngCoAEC,counterspeech,jews,9,"This guy is what is known in the common parlance as a ""cunt faced idiot""....personally I think of him as just an unclean,medieval,third world,barbarian clown who needs to be butt f*cked with a nice long pork sausage.....note to self: buy more ammo at Walmart this week"
UgzqeoRlx96-3neWHCV4AaABAg,noncounter,black,Default,Sad video. Doesn't make sense though why he didn't just give the cops his name? Was he scared? Did he have a warrant? Why didn't he just give the cops his name????
UgzgBrl3U895Dd-2Nj94AaABAg,counterspeech,black,Positive tone,Why didn't he just mind his business and let her get raped on the bus? LOL you know your skin is a weapon!!!
Ugw3TeEg4iBjwP7j-JR4AaABAg,noncounter,black,Default,Also black people today didnt experience slavery either
Ugyb3WgFzfTuQrg-U314AaABAg,counterspeech,lgbt,Warning of offline or online consequences,"I really hope for his children that none of them is gay or lesbian.
Before they even start talking about it, they will grow to hate themselves so much by that kind of atmosphere they’re being raised in while being gay.
That childhood trauma of never truly living up to their father’s standard, regardless of whether he know it or not, would be detrimental for years to come, even into adulthood."
UgxvJ3SJL4JYahd7KnZ4AaABAg,counterspeech,black,Denouncing hateful or dangerous speech,Racist asf
UgwZVRSX693VNUXec4p4AaABAg,noncounter,black,Default,"But they didn't arrest him... they restrained him, then they learned what had happened, and then released him."
Ughn2uCw-TYhfHgCoAEC,noncounter,jews,Default,If you feel like you are a victim of anti-Semitism wear a body cam to document your hate crime 8 6 6 6 4 0 1 0 1 0.
UgzPyk9xE8KBgBw-P2p4AaABAg,counterspeech,black,Pointing out hypocrisy or contradictions,If he were white he would have been hailed a hero
Ugiz0IJtQkX7ZXgCoAEC,counterspeech,lgbt,"Positive tone, 9",This guy has to be one of the biggest closet cases I've ever seen...
UgyaNWdi-guxOJUGD7t4AaABAg,noncounter,black,Default,"I don't think they arrested him they are just detaining him for more questioning as it was a chaotic situation, it was wrong to handcuff the man but the police were most likely under a lot of pressure because of all the shouting; however they should have asked him to just sit in the cop car or chill out on the curb instead of cuffing the guy."
UggLLhlXZFoZBHgCoAEC,counterspeech,jews,Affiliation,"The man in the white shirt make me sick! Im Jewish, when people around the world say Israel kill kids and muslim people...what do u know about war? Have u ever been in a war? I dont hate Muslim people. I hate people that kill other...but u never seen a war! U never had this fear...we lost familey yesterday in a terrorisem attack ....people around the world d9nt know how it feels...so pleasr mind ur own shit"
UgxiCkeE3yEx9LlsOIp4AaABAg,counterspeech,black,9,this is disgusting I cant stand police everyone one of them gold mouth idiots...
UgicayuRqY4AtngCoAEC,noncounter,lgbt,Default,it states in the bible it's abomination to God it's a sin..
Ugwa22pznBIJz5hO2lF4AaABAg,noncounter,jews,Default,"the Quran is from God, God gave it to us. & Moses, Jesus & God ordered you to follow Muhammad (PBUH)"
UgzXEJQ2Z_zfM4hEO1d4AaABAg,noncounter,black,Default,!dddd!ead
Ugzwnh_zJgSYk38V86Z4AaABAg,noncounter,jews,Default,"TruthWritten ,you could not see the truth if it hit you in your face ,and when someone tells it as they see it you get mad  because you can,t deal with the truth, the Kaaba was built by Pagen worshippers,that is what history tells us ,deal with it ,you brainwashed  ?,may our loving god be with you"
UggJF_XDxQrD7XgCoAEC,noncounter,jews,Default,READ your own babel (jewish Bible) and your sick talmud u deranged jewz
UgynioEiip5ZIDqBTOl4AaABAg,noncounter,jews,Default,"I dont understand, is its the audio or the accent"
UgwkTxzunJZXyqpm7Ih4AaABAg,noncounter,black,Default,I guess the truth hurts huh ?
UgjsQMFf1ZjZV3gCoAEC,noncounter,jews,Default,Jews have been exposed. Give it a few more decades. The Fourth Reich shall rise.
Ugx4x9EGxgaYOH-hUF14AaABAg,counterspeech,black,Denouncing hateful or dangerous speech,"I DONT KNOW WHY THIS STUPID INGNORANT HAVE TO MAKE A HUGE ENPHASIS ON THIS MEN COLOR BY SAYING "" HE WAS A VERY VIOLENT ANGRY VIOLENT BLACK MEN"" THIS IS WHY BLACK PEOPLE KEEP BEING DISCRIMINATE FOR PEOPLE THIS IGNORANT."
Ugh4xGcXdL11LHgCoAEC,counterspeech,jews,Denouncing hateful or dangerous speech,"This great show has exposed so many racist, Antisemitic and otherwise hate-filled conservative whites -- it really has done a great service to our country. Everyone can see the vile hatred white conservatives have for anyone else but themselves, and we can see it on TV where they can't hide.

A great idea for a show would be to create scenarios just like this, but only expose the vile hatreds of white conservatives. Call it: ""American Conservative Hatred"", and it would be a guaranteed hit. Plenty of episodes, it could run for years and years because there's no end to white conservative hatred of the ""other"".

A new America is being born, and white conservatives hate it. Too bad."
UgjbsNEuYxAkxHgCoAEC,noncounter,lgbt,Default,Mans laws change all the time. Gods law never change.
UghByKBcK6P8gXgCoAEC,counterspeech,lgbt,9,KEEP RELIGION OUT OF THE LAW DUMBASS
Ugz1yubdYlLcTdER3pl4AaABAg,counterspeech,black,9,i hope there is a special place in hell or whatever the afterlife is for dirty shitty cops
UgyoUwBaIDGKThqg3PZ4AaABAg,counterspeech,jews,Hostile language,Jews r God's people!  This kind of treatment to different races and beliefs is stupid!  I don't agree with it!  I am an independent Baptist and don't agree with it... God loves everybody!
UgjCn1zT_qZrgHgCoAEC,noncounter,jews,Default,"If someone hates Muslims,Jews and Christians ,is he an antisemite too?"
Ugh_GympxTZwkngCoAEC,counterspeech,jews,"Positive tone, 9","The racist guy is pretty good at acting like a dick. I would cast him in the next ""Django Unchained""."
Ughkf-517sQ3XngCoAEC,counterspeech,lgbt,Hostile language,Even though so many things this pastor has said are disgusting and the way he yells in hatred and ager from other videos I have seen are quite alarming...I really do feel sorry for the guy. He's obviously been brainwashed for many years and its sent him into a mentally unstable frame of mind. Someone needs to give him some professional help.
UgySUI-SYwAgrZBp8DF4AaABAg,counterspeech,black,Hostile language,Who else cried while watching this
UgzmVN2khpDDHerGcp94AaABAg,counterspeech,lgbt,9,what a cunt.
UgjD3qid8eF5g3gCoAEC,noncounter,lgbt,Default,"Good for him. Kirk is the only person who didn't cower  to Piers's interrogation on this issue. Kirk has just as much right to his beliefs as the liberals do. The atheists and liberals might not like it, but I'm sure they have more respect for Kirk's willingness to just spit out his beliefs instead of dancing around the issue like other high-profile Christians that appear on this show."
UghjttgcKVmFsXgCoAEC,noncounter,jews,Default,"The jews have caused every single problem in this world, they ARE the problem. It was jews who created Communism, a tool for them to destroy us gentiles. It was the jews who led the inquisition, another attempt to destroy gentiles. The jews are behind Christianity & Islam! You can learn more at these sites:
http //dawn666blacksun angelfire com/Main html
http //see_the_truth webs com/Inquisition html
http //see_the_truth webs com/
https //exposingthelieofislam wordpress com/"
UgyREQouGT0Xgg5Xl7B4AaABAg,counterspeech,black,9,What a bunch of butthurt bitchs.
Ugw8HUnopt_J-5bDch54AaABAg,counterspeech,black,9,Man i would have done the same thing. I hate cops man.
