Class,context,text,id
denouncing,Muslims have nothing to contribute to our society.,Really? Hundreds of millions of people?,1225
facts,It is curious that almost all easter eggs are being labelled 'chocolate eggs'. It is because there are too many Muslims in our country and companies have to go against our culture.,Looks to me like supermarkets just want to sell more products to people regardless of faith.,1226
facts,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.",There are a hundred similar images of Christian including those in the KKK standing next to their victims who used the Bible as a justification. Of course none of us believe they represent all Christians.,1227
unrelated,Islam is all about hate! When Muslims first set foot in Britain was when race hate started in England!,Inspect the interior of the car. Examine the upholstery on the front and back seats. Inspect the air conditioning system.,1228
question,It is strange how now the majority of 'Easter Eggs' are named 'Chocolate Eggs'. Maybe this change happened because of the Muslims in our country? The companies do not respect our culture!,Evidence for this please?,1229
facts,"If you support Islam and Muslims, it is because you do not know what they really are.","What it really is is up for interpretation. Religions are practiced differently by different followers. Like any religion, some people follow it peacefully and some use it for their own means.",1230
denouncing,What is the point in listening to Muslim women? They are all retarded.,"The point is they might teach you a thing or two about first, respect, and secondly, tolerance.",1231
denouncing,The world would be a better place without Muslims. They are only killing and raping our children.,This is disgusting. How can you say this about hundreds of millions of people?,1232
facts,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,Fgm is not only practised by Muslims. It is a cultural practice regardless of anyone's religion.,1233
denouncing,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",How about a constructive approach to solving problems? Violence is never the answer! Nor is scapegoating one religious group as the root of all evil.,1234
denouncing,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,This is a poor/non-existent understanding of epidemiology. Perhaps a little research on the spread of disease is called for.,1235
denouncing,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.","Why are you blaming an entire community for the actions of a few? And, most importantly, violence does not solve anything.",1236
unrelated,"How can we fight anti-Semitism when city ghettos of Birmingham, Bradford, etc. Are full of anti-Semitic Pakistani muslims? Labour is lost to the mix of Radical Islam/middle class.",Cut with a sharp hoe. Remove weeds by hand or small tool. Learn about post-emergent herbicides.,1237
facts,Muslims have no place in civilised Europe.,Muslims have been in Europe since the 6th century and they belong here as much as anyone else.,1238
facts,The vast majority of Muslims are unemployed and refuse to work.,If I say it and find one or two online references does that make it true? What if I write: 'The vast majority of Islamophobes are unemployed and refuse to work.' ?,1239
question,"English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in.",Can you give a link to the report about people in prison for criticizing Muslims? I cannot believe it until I see official data.,1240
facts,"Islam teaches only hate! Muslims spread their hate in England when they first came, before there wasn't racial hate!","During the depression following the second world war, Muslims from across the world were invited to Britain to help combat austerity. It worked. They were invited because countries across the world had already been subjugated by the British Empire.",1241
facts,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.","The truth is the worldwide Muslims denounce ISIS and its violence. Plus, many Muslims are the victims of ISIS. According to <The Guardian>, 'Isis regularly publishes a hit-list of global Muslim leaders in its online magazine, which certainly helps to explain why Muslims from Syria and Iraq may want to migrate to countries like Australia.'.",1242
unrelated,The only ones in favour of Islam and Muslims and the ones that that are ignorant about what it truly is.,Start by paying your most important bills. Cut the non-essentials. Talk to your creditors early. Find ways to lower your rates. Get financial counseling.,1243
support,We are not allowed to celebrate Easter as a Christian festival for fear of offending Muslims.,"We cannot celebrate our festivities, because Muslim can be offended by them.",1244
hypocrisy,A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).,"Being religious has never stopped anyone from being in public office before. Christians have allegiance to God, is that not the same thing?",1245
denouncing,"Muslims love the islamic law so much, then why do not they move in islamic countries?","If you dislike diversity so much, why do not you go off and live in a country where there are no Muslims, only people like you?",1246
facts,Have Muslims ever made a contribution to our society?,Pioneered science.,1247
hypocrisy,"Go on talking to yourself, no one will listen. Islam does not belong within western society. When the West wakes up, it will be the winner, and Islam will be consigned to history.",Except for all the people who are muslim and live in the west peacefully?,1248
denouncing,Appeasement to Islam and Muslims is a mental illness. It is a fact.,"I do not see anything wrong in trying to understand different cultures and religions better. Most important, I would not call it a mental illness. This is disrespectful.",1249
facts,"Nowadays the big problem in London is the presence of muslims, they must go away!","The modern world should deal with the problems that underlie migration, not simply ban it.",1250
hypocrisy,Islam ideology profess hate and violence and oppress women and people with a different sexual orientation.,In this country women and gay people have been persecuted for centuries and there is still a long way to go to end it. How different are we really?,1251
facts,These 8 criminals are all Muslims because their victims are always white or Non-Muslim!,"Tosh! Criminals are 'equal opportunists', targeting the elderly and vulnerable regardless of their faith or ethnicity.",1252
facts,Muslims do not have anything useful that can enrich our culture.,"Muslims have an excellent academic record, with many well-known Doctors and Professors.",1253
facts,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.","Getting rid of 22% of the world's population sounds quite laborious, perhaps we should just punish the small minority of people who actually commit a crime instead.",1254
hypocrisy,All Muslims are incompatible with any Western society.,"The Bible, the Quran and the Torah are very very similar in their teachings; if Muslims are incompatible then we must ask ourselves which religions are compatible?",1255
facts,Muslims cannot add any value to our culture.,Who else would be open first thing in the morning and late at night every night?,1256
denouncing,Islam is the greatest threat to Western civilisation.,"A much bigger threat to our diverse, tolerant western civilisation is hatred generalised to entire religions.",1257
humor,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",Think you are digging yourself into a bit of a hole there.,1258
hypocrisy,A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).,Looks like you are suggesting that politicians should not be religious.,1259
support,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,Fgm happens only to girls that have muslims parents!,1260
facts,"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.","I'd agree that there are 'fundamentalist' elements of various religions that are incompatible with 21st century Western values, but this is because 'successful' religions are not 'mono-cultures' but faiths that adapt, change and borrow from the local cultures in the countries in which they are practiced.",1261
unrelated,"Labour party counts upon the votes of Britain Muslims, that is why they do not deal with disgusting antisemitism from their side! It is a question of math, that is all.",Turn off the power to the radiator. Clear away any nearby obstacles. Remove the radiator cover. Identify the fins.,1262
denouncing,Appeasement to Islam and Muslims is a mental illness. It is a fact.,If you actually knew more about different religions and cultures you would not say this.,1263
unrelated,Uk is being islamized very fast. British government submits to every whim of Islam.,Identify dangerous behaviors. Seek professional help for dangerous behaviors. Don’t take it personally. Talk about the behavior.,1264
support,Isis Bride wants to return to the UK. Let her rot. A dog born in a stable is not a horse. Not BRITISH! Not BRITISH! Not BRITISH!,"Isis bride wants to return to the UK. We cannot permit this, so do not let her in and leave her where she is now. She is not a citizen of the UK!",1265
question,Western societies are too civilised to welcome Muslims.,Define western society? Who chooses this?,1266
unrelated,Muslim invasion is the new plague of London. They must be repatriated to their home countries!,Talk about the cheating incident with your partner. Discuss plans for moving forward. Help your partner find individual counseling. Realize that your partner’s cheating is never your fault.,1267
hypocrisy,"If a girl has muslim parents, she is at risk of FGM!",Christians also practise FGM. It is not a uniquely Muslim problem.,1268
facts,Fgm happens only to girls that have muslims parents!,26% of all doctors in the NHS are Asian or British Asian and abhor FGM. They are making a difference instead of just spreading hate and division in our community.,1269
facts,I think is common sense to have prejudice about Islam. This isn't racism because Islam is a cult.,Prejudice = Pre-judging ie not knowing anything how can that be common sense?,1270
facts,Almost all Muslims deliberately decide not to work.,Discrimination by employers in Europe against Muslims has been noted to be a cause of lesser employment figures of Muslims in the workforce.,1271
facts,"If a girl has muslim parents, she is at risk of FGM!",26% of all doctors in the NHS are Asian or British Asian and abhor FGM. They are making a difference instead of just spreading hate and division in our community.,1272
facts,"Islam produces criminals, even if it is true that criminals are not all of a certain religion. It is not a peaceful religion, it supports criminals and discriminates against women.","Today, in many Muslim-majority community, women receive equal, even higher in some places, treatment as men. For example, many women work as scientists, engineers, lawyers, etc.",1273
humor,Muslims use corporal and cruel punishment on people.,"Ha, well you never went to public school then!",1274
support,Islam is a totalitarian doctrine dressed disguised as a religion so that it can spread across our tolerant Christian world. Enough IS ENOUGH!,They make us think that islam is a religion to diffuse their doctrine in our tolerant culture. Enough is enough!,1275
humor,People that live in the West cannot live with Muslims.,"Western Society seems pretty incompatible with Western Society or any other at the moment, maybe we could learn something from Indonesia, which has been conflict free since 2005.",1276
question,We cannot even celebrate Christmas in our own country for fear of offending Muslims.,Have you actually spoken with Muslim about this? Do people celebrating Christmas actually offend them? I would be keen to know.,1277
facts,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,"If we did not legally prohibit asylum seekers from working, maybe more of them would be employed.",1278
denouncing,Muslims use corporal and cruel punishment on people.,Why is this a muslim issue? A faith of 1.6 billion all violent?,1279
facts,"Where there is Islam, there cannot be peace.",Iceland and Switzerland are both named as countries at the top of the 'Global Peace index'. Both have Muslim populations.,1280
denouncing,"Muslims should not exist in our modern world, because all that they do is violence.",This is disgusting. How can you say this about hundreds of millions of people?,1281
denouncing,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,"And so Ghandi said, ' An eye for an eye makes the whole world blind.'.",1282
denouncing,"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",How can you say this about 1.6 billion people?,1283
unrelated,"Islam opposes creativity, since all that is needed is the Koran. It is not a religion, but a system of control.",Remove rust. Prevent rust from forming. Avoid long-simmering acidic foods. Avoid cleaning methods that can cause damage. Use hot water to clean hot pans.,1284
facts,These despicable Muslims hadn't won yet. Now there will be a cruel punishment!,It's not an us and them thing. We are all just trying to get on and make a living. You do not do that by putting anyone down.,1285
support,Islam is a just a repressive ideology that persecutes women and gay people.,Islam ideology profess hate and violence and oppress women and people with a different sexual orientation.,1286
facts,It is curious that almost all easter eggs are being labelled 'chocolate eggs'. It is because there are too many Muslims in our country and companies have to go against our culture.,Nobody is deceiving our culture as we still know what Easter eggs are and what they are for. Deceiving would be just banning the eggs!,1287
facts,Muslims have nothing to contribute to our society.,Who else would be open first thing in the morning and late at night every night?,1288
question,Almost all Muslims deliberately decide not to work.,Provide examples of those in the muslim community working.,1289
facts,Now we are not even allowed to walk the dog for fear of offending the local Muslim population.,"Actually the Quran quite likes dogs, animals and if you read it carefully all people even non believers, like Christianity its only God /Allah that should judge.",1290
humor,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,"This person may be the only one able to supply you some bread so, appreciate it!",1291
facts,"I think that Muslims can be a problem for our society, because they do not want to conform to our costumes. They want their religion to be respected, but are they respecting our laws? One day they will oppress us with the Sharia and polygamy.","Isn't polygamy common to a variety of cultures, and had been practiced by a range of religions. Ask the Mormons.",1292
denouncing,Islam is a just a repressive ideology that persecutes women and gay people.,"Ironically, I think women and gay people feel more threatened by the same far-right individuals who attack Muslims. Intolerance of one group seems to indicate intolerance of others too.",1293
humor,"Islam has nothing to do with western culture and as soon as the west will understand, this religion will be defeated.",Let's do the Timewarp again! Let's not re-run the Crusades. It did not end well last time.,1294
unrelated,Don't the Moslem's Holy books say 'kill infidels wherever they may be hiding'.,Place your face in the corner of the shot. Find the best light. Hold something white in the frame. Use a selfie stick.,1295
humor,"There should be no Mosque in this country. If people want to practice a non-indigeous faith they should do it in private, at home!!",Do we have any 'indigenous faith's'? Druids maybe?,1296
question,"Koran is a book that should be burnt and mosques should be demolished. If we do all these things, all problems in our community will be solved.",Having a mosque built down the road is causing you problems? Really?,1297
denouncing,They make us think that islam is a religion to diffuse their doctrine in our tolerant culture. Enough is enough!,The only thing that is ENOUGH is this discriminatory hate speech.,1298
facts,What is the point in listening to Muslim women? They are all retarded.,"And when CVs submitted under a non Muslim name are 3 times more likely to get an interview than those submitted under a Muslim name, the problem very clearly lies with those employers who discriminate against Muslim women.",1299
denouncing,"All Muslims should be deported, no one wants them here.","You mean YOU do not want them here, most everyone else does, sorry.",1300
denouncing,"Muslims should not exist in our modern world, because all that they do is violence.",The world would be a better place without such ungrounded sayings and misdirected hate.,1301
facts,We are not allowed to celebrate Easter as a Christian festival for fear of offending Muslims.,"No one is stopping you from celebrating Easter, nor are they offended by it.",1302
hypocrisy,Muslim invasion is the new plague of London. They must be repatriated to their home countries!,Why should someone who is working / studying and trying to build their life there should be suddenly sent back to their home countries?,1303
facts,If the Koran was published today it would be banned as hate speech.,I think any book written that long ago probably would.,1304
unrelated,If the Koran was published today it would be banned as hate speech.,"Get a knife and crayon. Glide the knife on the tip of the crayon, going back and forth.",1305
unrelated,Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?,Think of a topic to dream about. Sleep for eight hours or more each night. Lie in bed after waking up. Write down your dreams to increase the odds of remembering them. Try to cause lucid dreaming,1306
humor,All crimes that has committed this muslim gang concerns white citizens of England. Only white british are targeted.,You seem to have a new superpower? Ascertaining ethnicity and faith based on a person's last name?,1307
humor,"If I cannot go to their countries and build a church, why should they come to our countries and build mosques?","Sorry I must have missed that episode of grand designs, link?",1308
hypocrisy,Muslims use corporal and cruel punishment on people.,"Or occupied palestine, apartheid south africa, ireland during the troubles, so many homophobes and racists, some parents, my old pe teacher and many, many state schools in the us.",1309
facts,"If a girl has muslim parents, she is at risk of FGM!","Female Genital Mutilation occurs in non-Muslim societies (including Christian and Animist ones) it is a cultural practice, not connected to religion.",1310
facts,"Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.","Violence is actually more common in the Bible than in the Qur'an. (link to Independent article about analysis of both books finding this). That noted, violence exists within and without religion.",1311
hypocrisy,Women and girls are harmed by Islamic that were allowed to enter in our country by our government.,You see to be suggesting that sex crimes and child sexual exploitation is not something that followers of other faiths are involved in?,1312
facts,"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.",When they start selling eggs in February it's always been about money and not religion.,1313
denouncing,"Europe is civilised, Muslims should not stay there.",A 'civilised Europe' would never ban a group based on their religious belief; Islamophobic sentiment such as this is the antithesis of civilised.,1314
unrelated,"All Muslims should be deported, no one wants them here.","Find a sunny, dry spot. Sketch out a rough plan for your garden.",1315
question,"You can say whatever you want, but one day Islam will be defeated and western society will be the winner. This will happen, because Islam cannot be part of the western society. Islam will not be considered anymore.",Have you thought about what western value is what Islam is really about?,1316
facts,Everything will be better if Muslims did not exist. Their only contribution to our society is violence.,"The vast majority of Muslims do not condone violence or rape. Don't believe the sensationalist media stories that focus on a select few extreme cases, and under-report on non-muslim crimes.",1317
question,"Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.",How have you come to this conclusion?,1318
question,Our children are being forced fed with this 'Islam' nonsense in schools. This is a disgrace.,Do you have any evidence that Islam is being forced fed? I did not think so.,1319
facts,"According to a recent OFSTED report, a school in Birmingham is still segregating girls and boys, despite a Hight Court ruling in 2017 that this is unlawful.","To be fair, the OFSTED report is more concerned with lack of enforcement and less about focussing on the practice of any particular faith.",1320
facts,A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).,"No, a person can be religious and have multiple allegiances and responsibilities.",1321
hypocrisy,The purpose of Islam is to take control of our country: they are trying to have the support of our government and when they will have it they are going to establish sharia and dominate our country.,Substitute 'Christianity' and 'Church' for 'Islam' and 'Mosque' and you have an accurate synopsis of the colonisation of Africa and Indian by the British empire.,1322
question,Nowadays celebrating Easter as a Christian is impossible because it could offend Muslims.,Show me evidence of this?,1323
denouncing,Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,Muslims contribute a lot to our society. What are you contributing other than intolerance?,1324
facts,Muslims cannot add any value to our culture.,"Clearly, when they are working, shopping etc they are paying taxes? This is also a contribution to a society.in economic terms!",1325
facts,Maybe not all muslims are violent but they all support the jihad and follow sharia law. Islam is fanaticism.,"Don't most religions have instructions for what they deem to be 'righteous living', voluntary codes or laws (if you insist) for the faithful to follow. Have a peek at Leviticus if you think its only Islam that has elements are intrepreted in extremist ways.",1326
denouncing,All muslim women are stupid: we should not be influenced by them.,"Wow! Offending Muslims, women, and disabled people, all in one tweet? What made you so angry?",1327
facts,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,"And Trump supporters sent pipe bombs to his opposition, including Robert De Niro, those individuals do not represent all of Trump's supporters though.",1328
facts,"Our women and girls are frequently victims of rapes, because our government brought Muslims in our country.","People invited to work in our mills and factories, invited to settle and contribute to our society. Doesn't fit any definition of an 'invasion' that I am familiar with.",1329
hypocrisy,"The only way we can fight Islam and Sharia is to banish them from the UK. Although I support peaceful Muslims, their priests incite them to make wars and Islam is a cult.",Does prohibition of anything ever work? I thought religious tolerance was one of our 'British values'?,1330
facts,The vast majority of Muslims are unemployed and refuse to work.,Well studies show that people from ethnic minorities have to send 74% more applications to achieve equal success to White people. There's your cause of unemployment.,1331
facts,"Islamic are criminals: they rape, enslave and murder people. Islam is more a worship than a religion and we do not have anything to share with them.",The myth that Muslims are dangerous and violent is a product of our vilifying media. Don't believe everything you read.,1332
unrelated,Uk is being islamized very fast. British government submits to every whim of Islam.,Discuss mediation with your attorney. Speak with the mediator. Consider non-traditional remedies.,1333
question,Muslims are not civilised and Europe does not want them.,Have you ever spoken to a muslim?,1334
humor,"Nowadays the big problem in London is the presence of muslims, they must go away!",If you had said 'the home counties' I might have given this tweet a like.,1335
facts,Almost all Muslims in the UK are jobless and choose not to work.,"100% of the unemployed Muslim stats I read on Twitter are fake. Muslim unemployment is at 12% in the UK, and many of that number are actively seeking work.",1336
humor,"Today I went to the swimming baths with my son, but there was a section that was only reserved for Muslims. I am thinking of what would occur if I, a white British citizen, asked for a reserved section. This is a submission to Islamics.","Men Only' sessions are Friday evenings, 18:45-19:45. So what is this, 'Patriarchal Appeasement'?",1337
support,Being 'ignorant' and 'prejudiced' towards Islam isn't racism? It's common sense. You cannot be racist towards an ideology.,I think is common sense to have prejudice about Islam. This isn't racism because Islam is a cult.,1338
facts,Afghanistan or maybe Pakistan? I bet this does not look like an English town to you? #saville Town (Text accompanying video footage of people on their way to Friday prayers etc. ),"They are here because we went there, took their wealth, food and industry and then invited them to come here to work in our factories, NHS and transport.",1339
unrelated,"He has found a person who publicly critisizes Islam and muslim radicalism, as all western people hate Islam.",Put your dachshund in the bathtub or a deep sink. Choose a shampoo. Wet the dog and massage in the shampoo. Rinse out the shampoo. Gently wipe the dog’s face and ears. Blow dry your dog’s coat.,1340
facts,"Islam does not help science progression, because it does not have useful elements and it isn't rational.",Islamic scholars created the foundations on which our modern scientific knowledge was built.,1341
facts,People that live in the West cannot live with Muslims.,"Yes, their teachings of peace and tolerance really are incompatible in the hate-infested discriminatory Western society nowadays.",1342
unrelated,Being 'ignorant' and 'prejudiced' towards Islam isn't racism? Its common sense. You cannot be racist towards an ideology.,Get medical help immediately. Provide as much information as possible. Rule out potential medical causes. Distinguish between depression and psychosis. Get a specific diagnosis.,1343
facts,The vast majority of Muslims are unemployed and refuse to work.,That might be because of the discrimination they face in the labour market.,1344
question,Islam ideology profess hate and violence and oppress women and people with a different sexual orientation.,You sure?,1345
denouncing,"We should have a flaming punishment on these Muslims, before they win.",Such dehumanising language against many people.,1346
facts,Everything will be better if Muslims did not exist. Their only contribution to our society is violence.,"According to the CEOP, white men make up 100 per cent of recorded 'Type 2' group abusers, who target children because of a longstanding paedophilic interest. By your standard, we should get rid of them too.",1347
unrelated,Using violence to punish another person? Sounds like a muslim issue.,Try a neck turn. Do head tilts. Use shoulder circles. Roll your neck. Consider neck lifts.,1348
facts,"There are persons being banned for condemning Islam and his beliefs, terrorism and rape gangs. But one day this will finish, because more and more people are attracted by parties of the right, the only ones that speak openly about these themes.","Right wing is earning popularity by blaming Muslims for crimes, but it does not mean that it is actually true.",1349
facts,"We need to kill Muslims, otherwise, they will make us explode!",Far right terrorism has been identified as the biggest terrorist threat by US and UK intelligence agencies. Are you sure it is Muslims we need to be worried about?,1350
facts,Our country is fighting a war against Islam for a thousand years.,Who has? Nobody has been at war with an entire faith for a thousand years.,1351
facts,Islam and peace cannot coexist!,Iceland and Switzerland are both named as countries at the top of the 'Global Peace index'. Both have Muslim populations.,1352
facts,Muslims are not inclined in working and for this fact they are unemployed.,Discrimination by employers in Europe against Muslims has been noted to be a cause of lesser employment figures of Muslims in the workforce.,1353
hypocrisy,If we want to solve the problem with islam and sharia we should deport them. Even if I respect Muslims that are peaceful I think that priests are trying to start a war. Islam is a worship.,"When you say 'cult' you imply a minor religious group, but I isn't Islam one of the worlds major religions.",1354
question,Muslims are not inclined in working and for this fact they are unemployed.,Where is this misconception coming from?,1355
question,Muslims are not inclined in working and for this fact they are unemployed.,"How do you know this? Do you have any proof, official papers?",1356
question,Only who cannot understand what Islam and Muslims really are can support it.,"What, you mean the people who spend their lives reading, learning and practicing Islam do not know what its really about?",1357
facts,"We aren't allowed to build churches in their countries, why should they be allowed to build Mosques in ours?","British Muslims give more to charity, per capita, than all other religious groups [link to mend statistics and/or example of one large charity donation from a Mosque], so I am struggling to see the problem with Mosques where these funds are mostly raised.",1358
unrelated,"Only a few people were punished for yesterday's violations instead of all them violent Muslims, and if the government does not deport these criminals, then the common people will take care of them.",Keep your floors and countertops clean. Keep food stored away. Seal your doors and windows.,1359
hypocrisy,"There should be no Mosque in this country. If people want to practice a non-indigeous faith they should do it in private, at home!!",You seem to be suggesting only Christians should be allowed a place of worship?,1360
facts,"Muslims should not exist in our modern world, because all that they do is violence.","Horrific crimes of child sexual abuse and rape are not isolated to a single religion, and are tragically widespread in many societies across the globe.",1361
facts,"They constantly say that their religion is a 'religion of peace', maybe because in reality it isn't.",Maybe it is because of scapegoating and selective media falsely claiming that it is not?,1362
question,"Our women and girls are frequently victims of rapes, because our government brought Muslims in our country.",Why do you link rapist crimes and Muslim people? Do you have any proof for that?,1363
unrelated,"A recent YouGov survey shows that Westerners view islam less favourably than other religions, deeming it incompatible with Western values.","Remove all the food from the fridge and freezer. Throw out tainted or rotten food. Unplug the fridge. Remove the drawers, shelves, and racks.",1364
unrelated,"We need to eradicate these pests, stop their benefits, free housing, access to our National Health service and remove them ALL from the UK, it is the only language they will understand.",Save edible organs. Dispose of waste. Take your deer home.,1365
facts,"Europe is civilised, Muslims should not stay there.","So-called civilised Europe has benefited from Islamic contributions for hundreds of years, even some basic research would tell you that Muslims have just as much right as any other to be here.",1366
facts,Have Muslims done something useful for us?,"Perhaps invented clocks, surgical instruments and maps? You are welcome.",1367
facts,Muslims are not inclined in working and for this fact they are unemployed.,"Muslim unemployment stands at around 12%, not a great deal higher than white British unemployment. The problem is not Muslims refusing to work, it is barriers to employment and a system that does not allow equality of opportunity between different faiths and cultures.",1368
facts,Islam=evil. Islam is invading us and trying to take over countries. It does not follow the scriptures that say 'you shall not envy anyone anything' Stop islam!,"I do not think Islam is evil. The Qu'ran statements do not promote anything evil or hateful. The reputation of Muslims was undermined by terrorist groups, but no need to generalize too much.",1369
facts,"Our women and girls are frequently victims of rapes, because our government brought Muslims in our country.",Don't believe selective media stories that make out a disproportionate amount of violence towards women is committed by Muslims. (link to sexual assault statistics),1370
support,Islam is irrational and incompatible with science.,Islam cannot get along with science because is illogical.,1371
facts,It is curious that almost all easter eggs are being labelled 'chocolate eggs'. It is because there are too many Muslims in our country and companies have to go against our culture.,"Except for Muslims, both Jesus and Easter are very important so they do not really have a problem with Easter.",1372
facts,It is obvious that this girl is at risk of FGM. Her parents are Muslims!,"Fgm is not a Muslim-only issue. It is routed in the cultures of certain countries, not in religion.",1373
facts,Muslims are not inclined in working and for this fact they are unemployed.,This is not true. Muslims have a marginally higher unemployment rate compared to white British people but research has shown that much of this is down to discriminatory employment practices as opposed to 'refusing to work'.,1374
facts,Have Muslims done something useful for us?,The UK couldn't thrive without international trade. Trade with Muslim countries boosted our economy to help make Britain as strong as it is today.,1375
facts,Islam=evil. Islam is invading us and trying to take over countries. It does not follow the scriptures that say 'you shall not envy anyone anything' Stop islam!,"It's too early to guess the results of the next census, but all indications are that 'persons of no faith' are an increasing majority.",1376
support,Uk is being islamized very fast. British government submits to every whim of Islam.,England is becoming a islamic country and the government succumbs to every caprice of Muslims.,1377
facts,Islam is totalitarian: Muslims want to invade every country. If we want to live in a multicultural world we need some countries without Islam.,"I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",1378
unrelated,"Is it a fundamental principle of Islam that they have to pray in the street, or do they do it just to piss off us infidels?","Now, on your Desktop screen you should see that you have converted .rpm to .deb package file. Read the Alien mainpage for more details.",1379
support,We need to Burn the Koran and all the Mosques down - this will solve all problems in this country.,To solve all our problems it is enough to burn down mosques and the Koran.,1380
facts,Islam oppresses and persecutes gay and women.,Many faiths are changing to end inequality and persecution of women and gay people and each have people who resist that change. Islam is no better or worse.,1381
facts,We should pay attention to not offend Muslims while celebrating Christmas in our country.,"No one is offended by people celebrating Christmas. Myths like this are manufactured by right-wing sources to make minorities and the left look easily offended, and invalidate the issues they really care about.",1382
facts,"Muslims do not want to integrate, they want to impose sharia. And then they ask for respect! They are a problem!","Maybe it is not that they do not want to assimilate but they do not know our society and how to assimilate. If we can help them fit into the society, you would see that they respect our laws and cultures.",1383
facts,We are not allowed to celebrate Easter as a Christian festival for fear of offending Muslims.,This is not true.,1384
question,Benefits and access to our national health service must be stopped for Muslims. We should ban them from the UK!,"Where exactly do you put people you remove from the UK, when they are from the UK?",1385
denouncing,I do not really understand why I should listen to Muslim women. They are evidently dumb.,"It is just so hard to take you seriously when your Islamophobia, misogyny and disablist language combined make you seem excessively uninformed.",1386
hypocrisy,"We should expel Muslims, everyone wants them out of the country.",Deported where? They are UK Citizens?,1387
facts,"In the swimming pool there are baths only for Muslims, I cannot enter. If I, a white men, asked for something like this nobody would allow me. Muslims can do anything they want.","After checking the timetable, 'specialist' sessions' are more about 'gender' than faith segregation, sessions for 'Women Only', 'Men Only' and 1 hour a week for 'Muslim women', which hardly seems making a fuss about.",1388
facts,"It is safer not to share a meal with a Muslim, because you can catch HIV or Ebola!",If you do not think Muslims have ever done anything for 'us' I think you need to do a quick google search. The evidence of Muslims contributions to society is everywhere!,1389
hypocrisy,"We need to kill Muslims, otherwise, they will make us explode!",Should we 'put all Christians in a hole in the ground' to punish the minority who carry out terror attacks in the name of their faith? Or would that be a disproportionate response to the actions of a minority?,1390
denouncing,Muslims have nothing to contribute to our society.,Maybe prejudice and xenophobia have nothing to contribute to our society.,1391
denouncing,Muslims are not inclined in working and for this fact they are unemployed.,How can you say this about an entire group of people from all walks of life?,1392
hypocrisy,"Our government has brought Islamic invaders to our country, and now we see our girls and women damaged.",You see to be suggesting that sex crimes and child sexual exploitation is not something that followers of other faiths are involved in?,1393
facts,"Muslims are a problem in my opinion. They do not want to assimilate. They demand that everyone shows respect for Islam, but do they respect our laws? They establish sharia laws and polygamy.","Maybe it is not that they do not want to assimilate but they do not know our society and how to assimilate. If we can help them fit into the society, you would see that they respect our laws and cultures.",1394
denouncing,Muslims have no place in civilised Europe.,It is not very civilised of you to be intolerant of another religion.,1395
facts,"Europe is civilised, Muslims should not stay there.",The first universities in Europe were established by Muslims. Muslims are the ones who helped create 'civilized' Europe.,1396
facts,"All Muslims should be deported, no one wants them here.","No, bad plan. So much less diversity and cultural richness.",1397
facts,If we want to solve the problem with islam and sharia we should deport them. Even if I respect Muslims that are peaceful I think that priests are trying to start a war. Islam is a worship.,"Islam does not agitate for war or violence. On the countrary, most of the 50 Muslim-majority countries around the world are at peace. Uk is a Christian-majority country, while there have been knife and gun issues over the last 20 years.",1398
facts,"Islam does not help science progression, because it does not have useful elements and it isn't rational.",The Qur'an encourages the pursuit of new knowledge and understanding. That sounds quite compatible with science to me.,1399
